method,seed,num_circles,budget,length,risk,elapsed,ts
partition_optimal,24,6,300,901.0656913275241,57.75969514766402,0.8908200263977051,1701894646.4430878
partition_radius,24,6,300,900.0807412804145,82.25184103011881,1.0688610076904297,1701894647.5119529
partition_st,24,6,300,900.1017201703671,75.14402081544901,0.9512710571289062,1701894648.463234
visibility,24,6,400,900.1399348802936,57.77939424803203,11.910514831542969,1701894660.3737578
partition_optimal,24,6,400,901.0656913275241,57.75969514766402,0.8856949806213379,1701894661.259899
partition_radius,24,6,400,900.0807412804145,82.25184103011881,1.4933998584747314,1701894662.753304
partition_st,24,6,400,900.0807412804145,82.25184103011881,1.2570748329162598,1701894664.0103838
visibility,24,6,500,900.1399348802936,57.77939424803203,12.467037916183472,1701894676.4774349
partition_optimal,24,6,500,901.0656913275241,57.75969514766402,0.8850948810577393,1701894677.3629801
partition_radius,24,6,500,900.0807412804145,82.25184103011881,1.8083512783050537,1701894679.171335
partition_st,24,6,500,900.0807412804145,82.25184103011881,1.5287549495697021,1701894680.700094
visibility,24,6,600,900.1399348802936,57.77939424803203,12.798036098480225,1701894693.498142
partition_optimal,24,6,600,901.0656913275241,57.75969514766402,0.8875868320465088,1701894694.386186
partition_radius,24,6,600,900.0807412804145,82.25184103011881,1.732947826385498,1701894696.119139
partition_st,24,6,600,900.0807412804145,82.25184103011881,1.747384786605835,1701894697.8665311
visibility,24,6,700,900.1399348802936,57.77939424803203,13.617624044418335,1701894711.484168
partition_optimal,24,6,700,901.0656913275241,57.75969514766402,0.8919222354888916,1701894712.3765619
partition_radius,24,6,700,900.0807412804145,82.25184103011881,0.26828694343566895,1701894712.644855
partition_st,24,6,700,900.0807412804145,82.25184103011881,1.5860140323638916,1701894714.230874
visibility,24,6,800,900.1399348802936,57.77939424803203,13.879019975662231,1701894728.109906
partition_optimal,24,6,800,901.0656913275241,57.75969514766402,0.8792612552642822,1701894728.9896178
partition_radius,24,6,800,900.0807412804145,82.25184103011881,0.2614469528198242,1701894729.25107
partition_st,24,6,800,900.0807412804145,82.25184103011881,0.49262404441833496,1701894729.743698
visibility,24,6,900,900.1399348802936,57.77939424803203,14.270662784576416,1701894744.0143738
partition_optimal,24,6,900,901.0656913275241,57.75969514766402,0.8845300674438477,1701894744.8993762
partition_radius,24,6,900,900.0807412804145,82.25184103011881,0.262418270111084,1701894745.1618
partition_st,24,6,900,900.0807412804145,82.25184103011881,0.26318812370300293,1701894745.4249952
visibility,24,6,1000,900.1399348802936,57.77939424803203,14.533972024917603,1701894759.9589791
partition_optimal,24,6,1000,901.0656913275241,57.75969514766402,0.8879108428955078,1701894760.847353
partition_radius,24,6,1000,900.0807412804145,82.25184103011881,0.2630460262298584,1701894761.110404
partition_st,24,6,1000,900.0807412804145,82.25184103011881,0.26441121101379395,1701894761.37482
visibility,25,6,0,962.5576264521817,177.55114258663443,9.66357707977295,1701894771.0389938
partition_optimal,25,6,0,935.22637325984,0.0,0.6457791328430176,1701894771.685503
partition_radius,25,6,0,935.22637325984,0.0,0.6451301574707031,1701894772.3306391
partition_st,25,6,0,935.22637325984,0.0,0.7458512783050537,1701894773.076499
visibility,25,6,100,948.1054278350864,87.4817579024128,9.897049188613892,1701894782.973557
partition_optimal,25,6,100,929.1682181512367,87.46738177952457,0.6072278022766113,1701894783.581342
partition_radius,25,6,100,932.2556572229482,43.13502546390083,0.6174731254577637,1701894784.1988192
partition_st,25,6,100,932.876344672931,28.20823649641303,0.6654829978942871,1701894784.864307
visibility,25,6,200,911.4541968739775,176.38621761440587,10.48304009437561,1701894795.347357
partition_optimal,25,6,200,911.1634577142589,165.75787786798352,0.7825798988342285,1701894796.1310458
partition_radius,25,6,200,931.1801505676581,96.53515652003244,0.7290151119232178,1701894796.860066
partition_st,25,6,200,932.1330164617281,69.16306311365392,0.7784519195556641,1701894797.6385221
visibility,25,6,300,902.4851685733817,272.45072517462677,11.01559329032898,1701894808.654125
partition_optimal,25,6,300,902.1609857009475,272.2978070160774,0.6610121726989746,1701894809.3157492
partition_radius,25,6,300,928.5352732572879,149.4623792455557,1.0294809341430664,1701894810.3452349
partition_st,25,6,300,931.8800813212201,83.56205264194675,0.8629717826843262,1701894811.208212
visibility,25,6,400,900.6491678735338,327.2535872173999,11.495784997940063,1701894822.704009
partition_optimal,25,6,400,900.8804731540632,324.3460211265799,1.5850162506103516,1701894824.2896352
partition_radius,25,6,400,924.0970364417717,134.47121610295122,1.4441497325897217,1701894825.73379
partition_st,25,6,400,931.7525120518574,89.90386595192737,0.5957517623901367,1701894826.329547
visibility,25,6,500,900.6491678735338,327.2535872173999,12.10611891746521,1701894838.435679
partition_optimal,25,6,500,900.8804731540632,324.3460211265799,1.6075029373168945,1701894840.043818
partition_radius,25,6,500,917.4329468106583,168.11835567870003,1.8578460216522217,1701894841.901673
partition_st,25,6,500,931.6217644966297,96.3145230934692,0.6691651344299316,1701894842.570844
visibility,25,6,600,900.6491678735338,327.2535872173999,12.589798212051392,1701894855.160654
partition_optimal,25,6,600,900.8804731540632,324.3460211265799,1.5981550216674805,1701894856.759459
partition_radius,25,6,600,908.0257078198828,299.62682036616576,1.9362776279449463,1701894858.6957471
partition_st,25,6,600,931.5017698928572,102.72837331808495,0.7459089756011963,1701894859.441664
visibility,25,6,700,900.6491678735338,327.2535872173999,12.94838285446167,1701894872.390059
partition_optimal,25,6,700,900.8804731540632,324.34602112657984,1.6262531280517578,1701894874.016934
partition_radius,25,6,700,900.2974701080892,327.5058937178969,0.2601051330566406,1701894874.277044
partition_st,25,6,700,931.260784061929,109.10105164426287,0.8512299060821533,1701894875.128278
visibility,25,6,800,900.6491678735338,327.2535872173999,13.400104761123657,1701894888.528395
partition_optimal,25,6,800,900.8804731540632,324.3460211265799,1.5949199199676514,1701894890.123967
partition_radius,25,6,800,900.2974701080892,327.5058937178969,0.2606379985809326,1701894890.38461
partition_st,25,6,800,930.9274103370333,115.49025299375643,0.9755346775054932,1701894891.360149
visibility,25,6,900,900.6491678735338,327.2535872173999,14.00671124458313,1701894905.367012
partition_optimal,25,6,900,900.8804731540632,324.3460211265799,1.5969176292419434,1701894906.964564
partition_radius,25,6,900,900.2974701080892,327.5058937178969,0.260239839553833,1701894907.224813
