method,seed,num_circles,budget,length,risk,elapsed,ts
partition_st,5,4,300,900.0415785572918,300,0.7755060195922852,1699825860.488837
visibility,5,4,300,900.0200870350573,9.000200870350573e-05,2.632146120071411,1699825863.120994
layers_solver,5,4,300,901.5177822571582,9.015177822571581e-05,41.76211500167847,1699825904.883127
partition_radius,5,4,400,900.0415785572918,400,0.7217919826507568,1699825905.604927
partition_st,5,4,400,900.0415785572918,400,0.45925211906433105,1699825906.06419
visibility,5,4,400,900.0200870350573,9.000200870350573e-05,2.7717387676239014,1699825908.835943
layers_solver,5,4,400,901.5177822571582,9.015177822571581e-05,48.20232915878296,1699825957.038291
partition_radius,5,4,500,900.0415785572918,500,0.17964792251586914,1699825957.217948
partition_st,5,4,500,900.0415785572918,500,0.18018412590026855,1699825957.398137
visibility,5,4,500,900.0200870350573,9.000200870350573e-05,2.950759172439575,1699825960.34891
layers_solver,5,4,500,901.5177822571582,9.015177822571581e-05,54.385226011276245,1699826014.7341518
partition_radius,5,4,600,900.0415785572918,600,0.1882328987121582,1699826014.922395
partition_st,5,4,600,900.0415785572918,600,0.18188023567199707,1699826015.1042829
visibility,5,4,600,900.0200870350573,9.000200870350573e-05,3.149569034576416,1699826018.253865
layers_solver,5,4,600,901.5177822571582,9.015177822571581e-05,61.213929891586304,1699826079.467811
partition_radius,5,4,700,900.0415785572918,700,0.1801152229309082,1699826079.647934
partition_st,5,4,700,900.0415785572918,700,0.1798408031463623,1699826079.8277812
visibility,5,4,700,900.0200870350573,9.000200870350573e-05,3.375129222869873,1699826083.202923
layers_solver,5,4,700,901.5177822571582,9.015177822571581e-05,67.55563187599182,1699826150.758572
partition_radius,5,4,800,900.0415785572918,800,0.18004584312438965,1699826150.938626
partition_st,5,4,800,900.0415785572918,800,0.18172287940979004,1699826151.120353
visibility,5,4,800,900.0200870350573,9.000200870350573e-05,3.4917030334472656,1699826154.6120682
layers_solver,5,4,800,901.5177822571582,9.015177822571581e-05,73.7070860862732,1699826228.3191712
partition_radius,5,4,900,900.0415785572918,900,0.17988896369934082,1699826228.499068
partition_st,5,4,900,900.0415785572918,900,0.17941904067993164,1699826228.678493
visibility,5,4,900,900.0200870350573,9.000200870350573e-05,3.6827011108398438,1699826232.3612092
layers_solver,5,4,900,901.5177822571582,9.015177822571581e-05,80.36894917488098,1699826312.730174
partition_radius,5,4,1000,900.0415785572918,1000,0.18008804321289062,1699826312.91027
partition_st,5,4,1000,900.0415785572918,1000,0.1799640655517578,1699826313.090241
visibility,5,4,1000,900.0200870350573,9.000200870350573e-05,3.8514270782470703,1699826316.941679
layers_solver,5,4,1000,901.5177822571582,9.015177822571581e-05,87.69252419471741,1699826404.634217
partition_radius,5,4,0,913.3478681742882,0,0.3541450500488281,1699826404.9891899
partition_st,5,4,0,913.3478681742882,0,0.353701114654541,1699826405.342897
visibility,5,4,0,991.1512354104333,117.43189686244271,2.0580313205718994,1699826407.400934
layers_solver,5,4,0,952.1233508767341,286.92477017177947,22.385792016983032,1699826429.7867332
partition_radius,5,4,100,910.5672387206492,100,0.38563108444213867,1699826430.17237
partition_st,5,4,100,910.5714874544377,100,0.3850440979003906,1699826430.5574179
visibility,5,4,100,1070.7557276079365,78.64558001894353,2.155161142349243,1699826432.712586
layers_solver,5,4,100,908.3879802716712,85.61022188234666,28.573636770248413,1699826461.2862341
partition_radius,5,4,200,908.3147327282035,200,0.569303035736084,1699826461.855545
partition_st,5,4,200,908.4156711772968,200,0.5860750675201416,1699826462.441626
visibility,5,4,200,929.9356466977615,115.73275608114587,2.331695079803467,1699826464.7733278
layers_solver,5,4,200,904.268334912591,174.88490213379018,35.4321870803833,1699826500.205529
partition_radius,5,4,300,905.6597248042461,300,0.8020033836364746,1699826501.007539
partition_st,5,4,300,905.9547049431684,300,0.8190929889678955,1699826501.826642
visibility,5,4,300,929.9356466977615,115.73275608114587,2.528393030166626,1699826504.3550458
layers_solver,5,4,300,901.5177822571582,271.09614408351894,41.45434904098511,1699826545.809407
partition_radius,5,4,400,904.6871217276919,400,0.7692141532897949,1699826546.578634
partition_st,5,4,400,904.6871217276919,400,0.6304090023040771,1699826547.2090518
visibility,5,4,400,929.9356466977615,115.73275608114587,2.7232439517974854,1699826549.932307
layers_solver,5,4,400,901.5177822571582,271.09614408351894,49.14297795295715,1699826599.0753
partition_radius,5,4,500,904.6871217276919,500,0.2368161678314209,1699826599.3121228
partition_st,5,4,500,904.6871217276919,500,0.26924586296081543,1699826599.581375
visibility,5,4,500,929.9356466977615,115.73275608114587,2.8830668926239014,1699826602.4644532
layers_solver,5,4,500,901.5177822571582,271.09614408351894,54.369431018829346,1699826656.833899
